Best parameters set found on development set:
-0.26608 (+/-0.024) for {'algorithm': 'ball_tree', 'leaf_size': 18, 'n_neighbors': 4, 'p': 2, 'weights': 'uniform'}
-0.26608 (+/-0.024) for {'algorithm': 'ball_tree', 'leaf_size': 19, 'n_neighbors': 4, 'p': 2, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 4, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 6, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 7, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 8, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 9, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 11, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 12, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 13, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26869 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 14, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 15, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 16, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 17, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 18, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26873 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 19, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 4, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 5, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 6, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 7, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 8, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 9, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 11, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 12, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 13, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26875 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 14, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26880 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26880 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 15, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26880 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 16, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26880 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 17, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26880 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 18, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26880 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 19, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26880 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 1, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26882 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26882 (+/-0.010) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26882 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26882 (+/-0.010) for {'algorithm': 'ball_tree', 'leaf_size': 3, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26882 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26882 (+/-0.010) for {'algorithm': 'kd_tree', 'leaf_size': 3, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}
-0.26970 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26970 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26970 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26970 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 3, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 4, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 6, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 7, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 1, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 4, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 5, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 6, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 7, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26973 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 3, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 8, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 9, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 11, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 12, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 13, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 14, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 8, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 9, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 11, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 12, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 13, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 14, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 15, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 16, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 17, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 18, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26975 (+/-0.022) for {'algorithm': 'kd_tree', 'leaf_size': 19, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26979 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26979 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 15, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26979 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 16, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26979 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 17, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26979 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 18, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.26979 (+/-0.022) for {'algorithm': 'ball_tree', 'leaf_size': 19, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 4, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 5, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 6, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 7, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 8, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 9, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 11, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 12, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 13, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27185 (+/-0.007) for {'algorithm': 'ball_tree', 'leaf_size': 14, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 15, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 16, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 17, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 18, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27187 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 19, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 4, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 5, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 6, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 7, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 8, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 9, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 11, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 12, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 13, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27191 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 14, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27193 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27193 (+/-0.008) for {'algorithm': 'ball_tree', 'leaf_size': 15, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27193 (+/-0.008) for {'algorithm': 'ball_tree', 'leaf_size': 16, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27193 (+/-0.008) for {'algorithm': 'ball_tree', 'leaf_size': 17, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27193 (+/-0.008) for {'algorithm': 'ball_tree', 'leaf_size': 18, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27193 (+/-0.008) for {'algorithm': 'ball_tree', 'leaf_size': 19, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27193 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 1, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27198 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27198 (+/-0.008) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27198 (+/-0.008) for {'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27198 (+/-0.008) for {'algorithm': 'ball_tree', 'leaf_size': 3, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27198 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 2, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.27198 (+/-0.008) for {'algorithm': 'kd_tree', 'leaf_size': 3, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'ball_tree', 'leaf_size': 2, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'ball_tree', 'leaf_size': 3, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
-0.28699 (+/-0.023) for {'algorithm': 'ball_tree', 'leaf_size': 4, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}
